Comments,Stars,Type
"This has to be one of my favorite parts of the build.  It just looks tough, has a great BIOS and I love that I can flash things at the push of a button or load the BIOS at the push of a button.  Very heavy duty and makes the insides look pretty.  The USB 3.0 slots are a bit picky at times and gave me quite a few problems when trying boot from my thumb drive which is the only reason why it gets 4 instead of 5.  ",4,Motherboard
One of the cheapest Skylake boards. Amazing features for the price and it works. Skylake board? PCI Express 3.0? Decent audio? $60!? Sold. ,5,Motherboard
"Has every feature I need it to have, plenty of usb. However I could not connect the front panel audio, which isn't a huge deal because I don't use it anyways. Also there's an orange light constantly flashing, but other than that it works as advertised. Stays 25-40C. ",5,Motherboard
"Drivers weren't compatible with Windows 10, and has almost no Overclocking potential, but it works. ",3,Motherboard
"My dad got this at the same time he got the 8320e for me as a Christmas present. It's $10 after the $40 Micro Center combo discount and $30 MIR. $100 total and I got an upgrade that costs only as much as an i3 by itself. The actual board? I have absolutely no complaints about it. Others may hate the red, but I don't really mind it. This board comes with 2 CPU fan headers and 4 system fan headers (CPU1, SYS2 and SYS4 headers are all PWM, the others are 3pin headers). It supports the 9590 and 9370 (if for some reason you wanted to do that). ",5,Motherboard
I purchased this motherboard for a couple of reasons. I like that it's all a satin/matte black and it doesn't have any video outputs on it which helps reduce confusion to non-PC users on which port to plug their monitor into. ,5,Motherboard
"A good enough motherboard for me. This was the toughest choice of the build, but I decided to leave myself open to the possibility of getting a second 980ti in the future. I've had no problems at all with it and I haven't been left wishing I had any other features. ",5,Motherboard
"I have to take a star off because I couldn't get my CPU cooler's lower mounting stands to fit in all the way. Aside from that it's great, and BIOS was fairly easy to navigate. ",4,Motherboard
"Good board, does what is asked and has plenty of options for overclocking. ",5,Motherboard
Good all-around motherboard. Has all features that I need. Just wish it had a few more chassis fan ports. ,5,Motherboard
"This is an Intel B150 motherboard so overclocking and super fast memory is pretty much out of the question.  It has amazing onboard audio though, and I'm coming from a Creative Soundblaster-Z in the old system which exaggerated the bass unnecessarily and overwhelmed the rest of the sound. This is crystal clear and wonderful at any volume, with headphones or big speakers.  The green LED  lighting is exactly what I was looking for. Gigabyte offers some software for ""breathing"" animation with the LED lights and such which I might play with at some point. ",4,Motherboard
My video clip for the build  ,5,Motherboard
This board was only intended for the Optical out. Everything else on it was a bonus. The reason why I chose is only I support Asus and their products. So far im happy with this mobo....OH and I must say the BIOS is great for OC VERY user friendly!!!! ,5,Motherboard
"I saw this mobo on a 'weekly sales' list, and I immediately fell in love with it. I've never had an MSI product before, but I didn't hear any specific bad about it either. So there wasn't too much to think about.
The BIOS menu is heaven compared to those old, blue 8-bit designed dull ones. Everything's easy to find, easy to handle. And the software support is just awesome. I remember I had to deal with every single driver, bios update repeatedly. Hate it. Now it's just one click, and everything's taken care of. Including the bios update. I'm sorry, I'm just sold. ",5,Motherboard
"Little confused at first in the BIOS, but worked my way around it. Let me tell you if you haven't built a computer before the instructions for this MB are difficult to understand... (Where to put things) If asked i will put a picture up. ",4,Motherboard
"Does the job well, have not had any issues and I like the color scheme (Only with the -A variant). Hard to find in the socket 1150 range, especially that is still selling.  ",4,Motherboard
"Either I am very noobish or my motherboard doesnt want me to put in my own voltage settings for overclocking, that is why i give 3 stars. ",3,Motherboard
"Good budget X99 board.  You do not have to sacrifice too much while saving money.  My only complaint is that I ended up running out of USB 2.0 headers between my Cosair PSU, Cooler, and front panel USB.  Overclocking ability may not be the best but I was able to get my i7 5820k to 4.5GHz on this board. ",5,Motherboard
It is definitely a above average mobo but installing the software is a pain hint to anyone buying it you have to look through hardware files till you find a install wizard for it and if you cant find it there good luck finding it on the website. Otherwise its a great mobo with great features making it a real competitor to other mobos at its price range ,4,Motherboard
"I don't have much knowledge on these, but BIOS was user friendly and we were able to install everything quick after PC started, except the fact it is not compatible with Windows 7, and we spent so much time trying to figure out why it wouldn't install... Installed 8.1 super fast and then upgraded to 10. ",4,Motherboard
"My version didn't have WIFI, but only cost £61.82 after cashback. This is a really well-designed Mini-ITX board with many high-end features: SupremeFX audio, Intel 1219-V LAN, M.2 socket with 4xPCIe 3.0/NVMe, Fan Expert 2+ and so on. Unusually, there is a Water Pump header in addition to CPU and Chassis fan headers. All have selectable PWM or DC control. I used the Water Pump header for the front fan  The layout is excellent with all major connectors on the back edge. The PCIe socket is well clear of the memory slots and the CPU socket has plenty of clearance all round. Be aware though that the M.2 socket is on the rear of the board and not accessible when the board is installed. The LED lighting was quite restrained but no doubt will appeal to some. ",5,Motherboard
"A good motherboard with reasonable connectivity. Not the cheapest, but I'm okay with paying a bit of a premium for aesthetics. ",5,Motherboard
"I bought this because I just wanted something simple, yet powerful enough for a bit of overclocking headroom. Now that it's working it's exactly that, but it would not boot with any of my Crucial RAM sticks in the slot closest to the CPU. I changed out the Crucial for Corsair and it works fine, but I wasn't expecting that kind of weird compatibility issue from what's supposed to be a robust enthusiast product.  Add to that the fact that it doesn't have Wi-Fi, M.2 storage, or many of the other things that have become standard on other boards, and this board is hard to recommend at its MSRP. Fortunately I got mine on sale and it was pretty much the cheapest Z170 itx board I could find. ",3,Motherboard
An excellent mini-ITX motherboard with a ton of features. The wireless antenna provided is top-notch as are the more motherboard-bound things. ,5,Motherboard
Worked and overclocked nice ,5,Motherboard
It has got everything. ac wifi and bluetooth 4.0. A88 chipset. USB 3.0 headers and on-board. 4 SATA3 ports. The only annoyance is its live USB ports that are supposed to provide charging while its off. Can't figure out how to turn it off. There is a driver and utility to turn it off but I haven't had enough time to research it.  I would highly recommend this board. ,5,Motherboard
"Fine sturdy motherboard, I was a bit rough with it during the installation, but didn't break anything, its definitely a good piece of equipment. ",5,Motherboard
"Sweet board that could overclock the cpu, and had a front usb 3.0 connector which was good for its price.  ",5,Motherboard
"Very sturdy and reliable. It's got a bunch of features that I'll probably never use, but it's nice to have. P.S. It does have a big red number at the bottom, so it might clash with some builds. It wasn't nearly good enough of a reason to drop a star though. ",5,Motherboard
"Overall, a really great motherboard for what you pay for. M.2 20Gb/s, USB 3.1 and Type C, reinforced PCI-E slots, VRMs run really quiet. Bios is absolutely terrible. Mouse cursor is extremely buggy, so if you try moving it quickly it will glitch out and not move correctly. It's also pretty much impossible to get my RAM to run at stock frequencies. They're currently stuck at 1600Mhz, when they're advertised to run at 1866. Trying to overclock them results in a boot failure / crash. ",4,Motherboard
"At first I was planning to buy the same motherboard just with H170 chipset. Unfortunately (or maybe fortunately) in my country H170 variant was just ~10€ cheaper, so there was no point in buying it. All the features I wanted: couple of SATA3, M.2 slot on the back (for now I am not gonna use it), although only one 4-pin CPU power connector, not gonna extremely overclock in HTPC case anyways... ",5,Motherboard
,4,Motherboard
"I wanted to upgrade to the 1151 socket and I was trying to find the best/cheapest option on the market. Nothing fancy but its a z170 chipset. I will take it. I was going for mATX but I found the ATX on sale. Get the size that suits you with a z170 for ""future-proof upgrades"" to a better CPU in time. ",4,Motherboard
"Originally, we had decided to purchase a Gigabyte Z170x-UD3. This decision was based on features, decent reviews, and the price (180 CAD at the time). After getting the UD3 home we discovered that installing an M.2 SSD in the main port would cause it to be covered by the GPU exhaust. It’s like they were literally trying to get us to sandwich the NVMe SSD into the board with the side of the GPU, it was ridiculous and the heat could cause the SSD to throttle. Using the other M.2 port would disable many of the SATA ports. We assumed the UD3  So far the UD3 Ultra has performed well and given us no issues. I feel like it has some nice features and ""future proofing"" that aren't available in other boards at this price point. The blue lighting effects are cool if you want them or they can be turned off (Solid, Pulse, Off). There are no other colours. I wasn’t going too much for looks as far as the inside is concerned but I do say it is neat looking at it glow sometimes. The Ultra is slightly larger than the basic UD3, so it covers all the motherboard stand-offs, and is sturdy when installed. (Reviews of the basic UD3 indicated the one edge awkwardly hangs free).  After buying the Ultra, a free Thunderbolt 3 driver update was added. I don't know what to use it for, but it's great to have for the future. This is also a standard USB-C 3.1 port. I imagine later down the road some of my backup solutions will take advantage of it, so it's nice to know it's there and ready. The USB-C port can supply up to 100 W. Again I don't know what to use it for, but it's great for the future. I can fast charge my Nexus 6p but I don't use it regularly. There is a DisplayPort mini input that can be used to take the output from a graphics card and feed it through a TB3 connection. I haven’t tested it yet. The SATA / PCIE SSD interactions were more straight forward than the basic UD3. Check the manual for your exact configuration, but generally each PCIE x4 drive disables 2 SATA ports. There more USB 3.0 ports at the back than the basic UD3. Our case only has 2 USB 3.0 ports in the front, and the UD3 Ultra provided exactly that number. There is a USB 3.1 Type A port at the back Plenty of fan headers and some can switch between PWM and Voltage control. Decent GPU spacing. U.2 port adds another connection type for PCIE x4 SSDs. XMP didn't work on the shipped firmware. Version 5 should fix the issue. I downloaded the beta (5b) and it's working without issues. The BIOS isn't as intuitive as I would like, but it's probably not any worse than other Gigabyte boards. I completed a manual overclock to 4.6 GHz, but couldn't figure out how to enable adaptive voltage. With an automatic overclock in the BIOS to ""i7-6700k 4.6 GHz"", it does utilize adaptive voltage, so I stuck with that. It's a hard to tell how the board is setting the Vcore voltage because of droop under load (~1.275) and otherwise low values from adaptive voltage. However, it's stable so far. Fan control in the BIOS is available, but the profiles are limited. The included software for windows can enable more complex profiles if you want them. Apparently the Realtek Audio codec is an older model than the one in the basic UD3. However, we output most audio digitally to the surround sound receiver. The Stereo 2.1 output to our other speakers did not have any quality issues. Maybe an audiophile would have more to say. I would recommend this board for up-to-date features (Thunderbolt 3, USB-C @ 100W, M.2, U.2) and aesthetics. The bonus of extra connectivity makes this a surprisingly good buy at this price point.  ",5,Motherboard
"One of the best mATX motherboard for skylake on the market. It has everything that I need. The only problem is that it can't detect the temperature of the GPUs. Since I don't have a fan controller, the PWM fans can only change their speed depend on the CPU temperature. I have to turn up the fans manually when gaming. ",4,Motherboard
"Some things were hard to find, but otherwise it's nice. Navigable BIOS. Unfortunately, it appears it won't give you much freedom in terms of overclocking, as it shows four frequencies (including stock).  ",4,Motherboard
"Solid build quality. I wish it had a couple more bells and whistles like an Intel NIC, but it doesn't get much better at this size and price range. EDIT: Turns out the RAM slot closest to the CPU is a bit loose. It's normally not an issue but it can cause the computer to lock up if bumped. ",3,Motherboard
"I don't know much about motherboards, but It's got a good I/O and it wasn't confusing to put into my build. Good in my book. ",4,Motherboard
Nice Mobo with lots of expansion options. It detected my RAM with no problems. LED lighting is great and sound quality is better than acceptable. ,5,Motherboard
Great board other than a bad IO shield. I had to unplug all SATAs to force it into the bios for setup.  ,3,Motherboard
Great motherboard to work with. Wish it had another fan header or 2 but for the money and features can't be beat. Will update after overclocking attempt. ,4,Motherboard
Decent Mobo. Got this for $57. ,4,Motherboard
"It looks nice, the manual the comes with it isn't the best and a lot of slots not labeled but still got it to work. I do like the surround sound feature built in. Probably will pick up a newer version of this motherboard in the future. ",4,Motherboard
"Looks wonderful, works great. Has plenty of ports and whatnot. Was completely plug-and-play on my Linux system. Had to push it up a bit against the I/O shield to get the screws lined up. The BIOS has lots of settings and is pretty. 10/10. ",5,Motherboard
IT LOOKS AMAZING! Good value and has pretty good i/o.  ,5,Motherboard
"Mobo: MSI B85M-E45 is cheap, has 4 slot of ram. The mobo doesn't matter much so.......yeah ",2,Motherboard
It's a great motherboard. Just wish it had more SATA cables. I have to stick with 2 drives.  ,4,Motherboard
"Good basic motherboard. I'm not an over-clocker, so the basic functionality provided by this board was good enough for me. The layout and connector placement is good, and I had no problems with my build using this board.   ",4,Motherboard
"Fully functional, I've had no issues with it at all. However it is not a standard-sized ATX board. It is narrower and sacrifices the right-most standoff screws that standard ATX boards have. Due to this, the board flexes and makes it difficult to plug in headers and the 24-pin ATX power cable on the right side of the board. Additionally, due to the narrower board and sacrificed space on the right side, the front audio port is on the very bottom left of the board, so it might not reach on cases with relatively short headers. ",3,Motherboard
Easy to work with full ATX motherboard.  Front panel headers are clearly labelled and color-coded to make installation quick and easy.  Provides more than enough ports for storage and USB2/3 connections. ,5,Motherboard
"This motherboard is awesome. It's extremely well built, and has everything you'll need to build an awesome system. (Even has dual PCI-e x16 lanes, which you can use if you have either the 5930k or 5960x). ",5,Motherboard
"Pros: 
Looks very nice and the new revision included a heat pipe between the north bridge and the VRMs.
Good heat dissipation temps in HWmonitor for the mobo around high 30's ~ low 40's under load (with good airflow 2 corsairs SP 120 on the front)
Supports Overclocking and has been very stable with it
The UEFI supports profiles Cons: Needs more Fan Headers!!!!! really!! are you kidding me!
I ended up using even the power fan connector, but had to use a low speed resistor adapter to minimize the noise since it runs at 100% all the time
Cpu core voltages were moving all over the place even when set static I know this also has to do with AMD architecture requirements but come on.
The UEFI is not that easy to use, its decent enough
The EasyTune software has very limited options for this mobo (I've seen pic of the software on other mobos) and looks like its from the 90's. The documentation is bad and the illustrations worst. Other Thoughts: 
Not the best overclocker but gets the job done.
Cpu Load line calibration can be quite useful just be careful with the setting you select. I recommend normal (which is what I'm using with my oc) or less unless you are water cooled. To me the biggest down side is the lack of fan headers the rest is not big deal. Its holding my 8350 at 4.4Ghz with air CM hyper 212 evo. ",4,Motherboard
"Great motherboard with everything I was looking for: X99 chipset, 8 RAM slots supporting up to 128GB, 2 M.2 slots supporting NVMe SSDs (although the 2nd M.2 slot will run in SATA mode with CPU with 28 PCIe lanes), USB 3.1 type C, dual gigabyte ethernet, and WiFi/Bluetooth. ",5,Motherboard
Bios looks sexy 10/10 -ign ,5,Motherboard
"The motherboard didn't give me any problems at all, did everything I asked for and did it perfectly! I didn't overclock on this motherboard so I can't leave any feedback on that. ",4,Motherboard
"Heard mixed things about this board. Haven't tried to overclock yet, but so far has worked great. UEFI on it is so simple and easy to work too.  ",5,Motherboard
"Absolutely beautiful board. Totally stable, weighs as much as a Sabertooth tiger, and eats children for breakfast. Would recommend. Would not recommend if you own children. ",5,Motherboard
"It's not ideal, but if you're budget is that tight it's a justifiable purchase.  Don't plan on overclocking with this motherboard,  I'd honestly recommend saving a little more and getting something else like the MSI 970 or gigabyte 970a-ds3p.  Also despite the pictures the real color is earwax yellow. ",2,Motherboard
"Great little board. Not many features in the bios, but whatever. It wasn't designed for that. The LEDs behind the board are kinda cool. Wish the white highlights showed up more.  ",5,Motherboard
"Asus Z170-K Motherboard works great, is pretty, and has an amber LED strip you can turn on and toggle how it lights up. However, the right side of the board, when mounted, seems unsupported and you will need to be careful mounting your RAM. I slid my 4 fingers under the board so it wouldn't bend much. Another small issue for me was how many fan connection points it has. Only 3, and that includes the CPU fan. To be clear, there is one CPU slot and 2 Chassis fan slots. While not a deal breaker, if you're running a liquid cooler all in one like I am, you're left with one spot for your case fans. Being from an electrical engineering background and having experience in doing this multiple times, I cut the last connector from each of my SATA power cables and soldered the +12V and GND lines to my 4 Riing fans. Leaving the 2 side fans on my window to use the last chassis slot to make it easy for removing the door. Not any good reason to remove a star. Great board IMO. ",5,Motherboard
"For the price you get quite a bit. I am a big fan of MSI boards because they really give you a lot for your money. 4k support, plenty of usb ports, dvi, hdmi, displayport, bluetooth, wireless ac, m.2. If I would have been more patient, I probably would have spent the extra money for the A88XI Version of this, but I wanted to buy all the parts and build in the same day. I Only wish the M.2 port was not in use so that I may put a nice PCIE drive in eventually. ",5,Motherboard
"Has pretty much everything but an optical output.  For someone who doesn't plan on overclocking and wants a solid budget board, you found it. ",5,Motherboard
"pros:
Extremely reliable
Intuitive front panel connectors
no coil whine
comes with screw and adhesive hardware and back I/O plate
comes with driver disc for on board device drivers. 
The user manual is VERY detailed and helpful.
Great Price
Cons:
Only con I can think of is the color, brown. The color didn't matter much to me because the case I put it in doesn't have a window ",5,Motherboard
"Good:
Excellent motherboard, so far I have had no issues. Corsair LPX 3000MHz ram had its XMP profile recognized immediately for frequency and timings. Fan control options seem pretty extensive and there's an option for water cooling. 2 M.2 ports, 6 SATA ports. Decent and isolated sound card. Good looking board and the RGB LED's are a plus. Bad:
Only 5 USB ports total (not including USB-C port), had to add an expansion card. Overall a great purchase! ",5,Motherboard
"The motherboard, by ASRock, was a very nicely assembled piece of work - nothing felt poorly constructed about this board at all, and the layout was very logical. The UEFI BIOS was easy to use and logically designed. If I were to ding it for anything, it would be that I don't think it had enough fan connectors for a board of its class, and I also was mildly annoyed that it did not feature a heatsink on its VRMs - but this was at least mitigate-able via the cooling schema ultimately used.  ",4,Motherboard
couldn't have asked for an easier motherboard to use for a first time build had everything i needed and the size was perfect too. it is running my overclock easily and has the perfect amount of fan headers and all the pci express slots i need. plus the i/o has everything i would ever need to use. ,5,Motherboard
Superb build quality plus wonderful aesthetics. Has all the basic features I need and more from an mATX motherboard. Perfect for a black/white themed build. ,5,Motherboard
"Nice mini ITX mobo, when installing the EK Supremacy CPU  Block I had to cut the rubber backplate quite a bit because there were things on the back of the mobo that were stopping me from putting the whole backplate on. The BIOS is really easy to use. ",5,Motherboard
Has almost everything that I need. Great overclocking features for the price. I only wish that it had 3 case fan headers instead of 2 case fan and 2 cpu fan headers. ,5,Motherboard
"Awesome bios, looks pretty slick, and has everything you'd need in a mobo, minus dual PCI-E x16 slots. ",4,Motherboard
"Low budget but pretty impressive with all new feature like USB 3.1 USB type -C, SLI,Crossfire , Realtek 1150 audio chipset with 115 SNR with rea AMP. ",5,Motherboard
No problems. ,5,Motherboard
Had to buy new. Actually the VG4 model. Luckily this was at NCIX with a nice rebate and free shipping. Lack of fan control and no USB 2-3 adapter (granted not expected) 3.5 stars ,4,Motherboard
I dont know if i will ever buy another brand of motherboard. i really like everything asus has done here.  ,5,Motherboard
If you plan on going with two or more GPUs then this thing is amazing. Not only is it a beautiful board but the orientation of the various connectors are great. If you don't plan on using sli or crossfire then don't get it. Save ~$100 on a board more suited to what you need. Glorious board! ,5,Motherboard
Great ITX motherboard. It has all of the features I needed. It has Wifi and it's pretty good. Orange color scheme looks nice as well.  ,5,Motherboard
"Good MoBo. It has an a88x chipset, supports 2600Mhz memory and Crossfire. It looks pretty good too! It loses 1 star because the download links in the support page wasn't working. I had to tell it to the support guys.  I got it for $82 before taxes. ",4,Motherboard
"Pros: OK desing. A complete BIOS (which is also easy to use). Crossfire X support. Supreme FX audio (5.1 ch). 4 ram slots, ATX. Cons: Bad construction quality, ASUS (I don't like, personally asus... but it was the cheapest b85 red and black mobo avaible at the store), HORRIBLE I/O Shield! (it was really damn hard to put it into the case! It didn't fit on it!), horrible sticker (lol, they should have made a red and black one for their new gaming motherboards series, I think) ",2,Motherboard
,5,Motherboard
"Ports are well placed, great motherboard with very good perfromance for it's era, easy to use and full of features. I've always loved it. ",5,Motherboard
Love it! The wireless strength is exceptional. Strong signals with walls between router and motherboard. Fits perfectly in my Bitfenix Prodigy case. ,5,Motherboard
"The Only choice for future-proofing my build. With support for 128GB of RAM, nothing can compare! ",5,Motherboard
At the time of purchase this was still one of the best ITX motherboards out. Loads of features for this form factor. ,5,Motherboard
"This board works(ish), and is actually capable of overclocking a light processor. Unfortunately, the SATA controller on mine seems to take a dislike to SSD speeds- it likes to freeze and not recognize the drive until the port has been cleared. Doesn't happen that often, but sucks when it does.  ",3,Motherboard
"Not crazy about the fan header placement on this board. The lack of heatsinks on the VRMs also isn't terribly attractive or reassuring at the price this board was at. If I could go back I'd probably look at other B85 or H87 options. I realized after the fact I could have gotten an Asus B85 Vanguard for the same price with VRM cooling, more fan headers, and better USB 3.0 and fan header placement. With that being said the motherboard has been rock solid in terms of stability. ",4,Motherboard
"Good motherboard, lots of connections etc and decent heat dissipation. Visual look of the board as well is nice. Two things I would improve however: Booting takes considerably longer (like 60s) if external hard drives are connected at boot. Asrock were not very helpful when contacted regarding the issue... The SATA connectors can be a little fiddly with their stacked placement on the side of the board, it can be tricky to unplug cables once in place. ",4,Motherboard
"It's not the greatest of boards by any measure, but it was a good buy mostly due to the low cost, and the fact that it has 4 RAM slots. What's terrible, though, is Biostar's customer support. it took about a month and a half to complete the RMA process. ",4,Motherboard
lol works ,3,Motherboard
"The motherboard and RAM came with the processor as a bundle. For whatever reason the motherboard keeps trying to run the RAM at 1333 speeds when set to auto so I've had to force it into 1600 mode. This initially caused some stability issues that seems to have gone away. There is some strange audio hiccup coming from the rear audio out that sounds like interference. As odd as it sounds but I can also hear data being moved around the RAM. I'm not sure if this is a motherboard or RAM issue but I originally thought it was just the hard drives. After removing both of the HDD I was still hearing this noise. The motherboard VRMs don’t come with head sinks installed so I took a block of scrap aluminum and fashioned some heat sinks for them. The TIM is Arctic Silver 5 (same for the CPU and GPU) since it is non-conductive I wasn’t concerned about a short. The heat sinks are held on with some bolts and nylon washers. Only two of the case fan headers allow for variable speed. Their speed is set in the BIOS and is constant regardless of temps. The other two just run at full speed. Contrary to what PCPP says, this motherboard does have a single USB 3.0 header at the bottom for front mounted USB ports. ",3,Motherboard
"Got as part of a combo. Good layout, USB 3.0, Sata III, some OC options (no ability to adjust voltage but it does it automatically). Don't use OC genie or live update. Ram easily set to 2400 Mhz. 
Con: hard to find a cooler for the cpu that is not too expensive. Be aware of very little clearance. Be prepared to not have your cooler work unless some one else can verify it. Also the orientation of the cpu cooler is such that all of the vertical one will blow air up toward the top or down on the video card or power supply.  ",5,Motherboard
Very ehhh motherboard. Gets the job done but not very well. ,2,Motherboard
"Works fine. I, however, broke the USB 3.0 header. ",4,Motherboard
"Where to put a non-overclocking Ivy Bridge proccessor? This one is the answer. Built-in WiFi, Bluetooth, decent amount of USB's and Gigabyte's Ultra Durable Series gives you little to worry. ",5,Motherboard
This has what I needed but it is probably the part I regret buying most. The size of it width ways is smaller than a normal MATX board and it doesn't look that good in my build. For an extra £10 I could and would have got the B85 MATX motherboard from MSI if I had my time over again. ,3,Motherboard
Solid MOBO looks great and I can CF or SLI in the future :) ,5,Motherboard
So many features and a great BIOS ,5,Motherboard
"Big, but no problems so far.  Had a power and reset button built in, made the out-of-box test easy. ",5,Motherboard
"Nice motherboard but it lacks some basic necessities such as USB 3.0 and front panel connectors that WON'T be blocked by a second GPU, if you happen to CrossfireX.  Overall, the BIOS is easy to work and there's a lot of great features to enjoy.  Wishing there was more fan headers though. ",4,Motherboard
"The motherboard and RAM came with the processor as a bundle. For whatever reason the motherboard keeps trying to run the RAM at 1333 speeds when set to auto so I've had to force it into 1600 mode. This initially caused some stability issues that seems to have gone away. There is some strange audio hiccup coming from the rear audio out that sounds like interference. As odd as it sounds but I can also hear data being moved around the RAM. I'm not sure if this is a motherboard or RAM issue but I originally thought it was just the hard drives. After removing both of the HDD I was still hearing this noise. The motherboard VRMs don’t come with head sinks installed so I took a block of scrap aluminum and fashioned some heat sinks for them. The TIM is Arctic Silver 5 (same for the CPU and GPU) since it is non-conductive I wasn’t concerned about a short. The heat sinks are held on with some bolts and nylon washers. Only two of the case fan headers allow for variable speed. Their speed is set in the BIOS and is constant regardless of temps. The other two just run at full speed. Contrary to what PCPP says, this motherboard does have a single USB 3.0 header at the bottom for front mounted USB ports. ",3,Motherboard
"Got as part of a combo. Good layout, USB 3.0, Sata III, some OC options (no ability to adjust voltage but it does it automatically). Don't use OC genie or live update. Ram easily set to 2400 Mhz. 
Con: hard to find a cooler for the cpu that is not too expensive. Be aware of very little clearance. Be prepared to not have your cooler work unless some one else can verify it. Also the orientation of the cpu cooler is such that all of the vertical one will blow air up toward the top or down on the video card or power supply.  ",5,Motherboard
"This is pretty much the only black and orange motherboard. It's also pretty great for overclocking (it makes it a breeze). The turbo button on the motherboard was depressed when it arrived, so after I turned everything on, the motherboard wouldn't post or anything. I was going to RMA this until I realized that I should probably press the button other than the power button that's lit up. Other than that, smooth sailing. Also, really wish there were more usb headers. Overclocking motherboard, one header? Pretty sure most overclockers will have peripherals that need headers. ",4,Motherboard
Very ehhh motherboard. Gets the job done but not very well. ,2,Motherboard
"Works fine. I, however, broke the USB 3.0 header. ",4,Motherboard
"Where to put a non-overclocking Ivy Bridge proccessor? This one is the answer. Built-in WiFi, Bluetooth, decent amount of USB's and Gigabyte's Ultra Durable Series gives you little to worry. ",5,Motherboard
