Comments,Stars,Type
"To paraphrase the  To be honest, I picked this out rather dumbly.  I did a search for best-rated coolers with a very quiet fan (that weren't water-based), and this kept turning up, so I grabbed it.  I didn't really understand how zarking  They tried to be nice and included a long-shaft screwdriver for attaching the towers to the mounting bracket.  However, in practice, it's only slightly better than the hex drivers included with Ikea furniture -- it's very tricky overcoming the spring compression and getting the screws to finally grab on to the posts. The cables from the fans are a bit on the short side, with one of them just barely making it to the second CPU fan header.  I tried rotating how the fan was mounted, but you can't remove the brackets from the fans without possibly breaking something. ",4,CPU_cooler
"The Thermalright (that's 'right', not 'take') Macho B CPU cooler has worked out well. I painted the fan blades and heat sink fins red. Also added the duct to connect the airflow to the exhaust fan. Much cooler and quieter than my old 92mm cooler. ",5,CPU_cooler
Adjustable fan speeds and liquid cooling at a cost-effective price... awesome. The new H80i must be epic to be able to control via USB and software... but I'm still happy with the manually controlled one. :) ,5,CPU_cooler
Looks fantastic! Software that comes with it is nice to have! Performs great. Fans that are included you will want to swap out for ones that are less loud.  ,5,CPU_cooler
"It looks sexy, and cools pretty good, and is quiet when its not set to full RPM, its a little noisy at RPM but nothing that bothers me or I really even notice when I play a game, not much else I can say here. ",5,CPU_cooler
"For an entry-level AIO cooler, it worked perfectly for my rig. Quickly brings down my CPU temp and you can barely hear it unless it kicks to 75~100% RPM. ",4,CPU_cooler
Happy with it because it not leaking yet. ,5,CPU_cooler
"For a cheap cooler, it managed to OC my CPU to a stable 4.2. ",4,CPU_cooler
"I did have a look but couldn't find many other people using this on there build but I liked the look of it and for £16 I thought I probably couldn't go wrong! In the future I might look to upgrade the CPU, overclock and go down the water cooler route but for now this seems to be keeping my temps down! It's a little bit of a faff to fit as the backing plate doesn't screw directly to the motherboard and you have to do a bit of balancing to get everything to fit! This comes with all necessary fittings, a small tube of paste etc. and for the money it seems to be doing a fairly good job! I am not a gamer so can't comment on temps when under heavy load but so far I haven't seen temps over 45 degrees when editing and playing videos. Personally i think it's a good looking bit of kit, it's very quiet and seems to be well made. The kit does come with spare clips and rubber strips so a second fan can be fitted to exhaust out the back for better cooling. There is no interference with RAM and the cooler is fairly short so would fit in a much smaller case. ",4,CPU_cooler
"Great cooler but you'll need a reference or water cooled car, my situation had me sucking up the hot GPU air and it made my CPU temps as high as 75C while just playing the witcher 3 ",4,CPU_cooler
"Only had this for a few months on another PC which I upgraded to a K skew CPU & upgraded its cooler at the same time.
This keeps the 3470 under 30 degrees at idle and between 40-50 degrees under load.  ",4,CPU_cooler
Keeps the 4690k cool while ocing.  Looks good.  Easy install. ,5,CPU_cooler
"I run at full speed all the time and is super quiet, and it's got good looks. ",4,CPU_cooler
"Great little cooler. Installed in Thermaltake Core V1 without a problem. Keeps my 7850K super cool. I wish I recorded temps before installing, but my thermal margin is 70C at idle and 52C under load. BIOS reports temp at 26C (not thermal margin, but actual temp). These temps are at 20C ambient room temperature. The LNC this cooler comes with makes a huge difference in noise reduction. Don't forget to use it. UPDATE: After five months with this cooler my temps are constantly jumping up and down by 10C. Coil whine from pump. Random knocking sounds, air bubble noise. BIOS reports actual temp at 40C. Thermal margin reported by AMD Overdrive jumping every second from 60C to 70C. I did a clean OS install thinking it was a software issue. Still the same results. ",1,CPU_cooler
"Bought mainly for looks, and while its quiet, temps are average. Mounting is solid and a overall a good purchase if its on sale. ",4,CPU_cooler
keeps my cpu at a frost bitten 25c. Rose to 35c under full load for around 2 hours. ,5,CPU_cooler
Not a bad cooler to say how old it is. A major pain in the arse to fit unless you take the motherboard out of the case. Easy to install the wrong way. Nice red LED's compliment my build. ,3,CPU_cooler
very surprised by this cooler. It tamed my a10-5800k toaster and keeps my new 10-7870k at 24c on idle and 31c after a couple hours gaming. ,5,CPU_cooler
"Very good cooler. Was able to overclock my i5-6600k to 4.8GHz with this cooler. Kinda loud at full speed but I've only noticed it go to full speed during heavy benchmarks, for normal use it stays pretty quiet. ",5,CPU_cooler
Serves its purpose quite well. For the price it is actually one of the best one in its segment. ,4,CPU_cooler
"I love this CPU fan!!! Very quiet and sexy, but the installation was a nightmare!!! Took me 2 hours, 2 people and building some ungodly contraptions to get it on there, as the case I was using was quite big and I'm a small person. Once it was on there it was on there though and it works as i expected it would!!! ",4,CPU_cooler
"I got the nepton for a really low price, it was a steal for how well it performs, a lot quieter than I expected! I  wish the tubes were more flexible and that I could take off the bright yellow label on the pump-motherboard connector without voiding my warranty but aside from those relatively minor things it's great ",4,CPU_cooler
"Super cool, and quiet. Fans are Good but not the best. ",5,CPU_cooler
"Extremely quiet, even @ 100%. Big heatsink = no need to ramp up the fan. I recommended. ",5,CPU_cooler
"Works well, Corsair Link interface is simple and snap to install. I'll post some test temps soon. ",5,CPU_cooler
"I have had no leaks, but sometimes I hear a little air noise in there.
Other than the little air noise I hear when I open my case it is very quiet.  ",4,CPU_cooler
"OK OK OK. This cooler gave me HELL throughout my entire build. It was hard to install and it didn't feel practical. Although from the hate I have for it, I do admit that it can cool your CPU very well. If you can deal with an annoying build process, then it can be worth your time looking at it. Planning on getting an All in One cooler to replace it. ",2,CPU_cooler
"Color me surprised to find an air cooler that was able to keep at least a 5820K at stock at no more than 42C, as well as packign the mounting hardware needed so I could even slap it on an LGA775 CPU later. Even came with some mounting stuff to dampen vibrations for two fans for a push-pull setup. Thankfully, just manages to not interfere with the 4-stick RAM setup on my X99 motherboard, so props for that. ",5,CPU_cooler
Still wasn't ready for Liquid cool. The fans are changeable as well. It even has a fan controller  which can get pretty loud at MAX.  ,5,CPU_cooler
"I like this water cooler unit for the fact it is easy to install, it is cheap and it has a pulsing white face on the cooler. It also works and the deepcool fan is pretty grunty. ",5,CPU_cooler
"Great cooler for an amazing price. Only complaint is that my motherboard can't control the fan speed, although the low noise headers work well. ",5,CPU_cooler
"This processor cools a FX 9590 as well, if not better than, liquid cooling.... I think that says enough. This CPU cooler is huge but that was not a problem as I have a big case. ",5,CPU_cooler
"Exceptional AIO cooling, but noisey fans come standard. ",5,CPU_cooler
Great AIO iquid Cooler for cheap. Wouldn't pay more then $55 for it.. ,5,CPU_cooler
"I love this product, even when I made the mistake of leaving the sticker on my heatsink and placing it over the CPU with the thermal paste, I would get temps of 100C before it would reach 100% but if it wasn't for this Phanteks cooler my CPU would have melted. Plus it never makes noise. It's rig is under my table and I can't hear the fans. ",5,CPU_cooler
"MAKE SURE YOU READ THIS. Only order this CPU cooler if you have an CPU_OPT or a CPU_FAN2 port on your motherboard. Unlike Corsairs header where it makes all the voltage run through the CPU_FAN port, Deepcool decided to be smart and not overload the port. The two fans run off a controller that plug into the optional port, and the pump itself runs with the CPU fan port. The cooler is fantastic for the price, you can get it on Newegg for $90, I'm not sure why partpicker doesn't show that, but it keeps my CPU well under 30 degrees Celsius but high enough to avoid condensation. Works very well under pressure and I've been able to game for hours and it's able to keep it under control. Highly recommended!  ",5,CPU_cooler
"Works great, improvement over stock cooler (I'm currently not overclocking). But minus 1 star because the screws (metric M3-.50's) it comes with are way too short, I went out and bought replacements that were longer and worked great, with a few threads exposed after fastening. I used M3-.50 x 10 long screws. I also mounted the fan exhausting out the back of my case, and still could use the silver spring-bracket in the vertical orientation by putting it through the heat sink pipes.
I do recommend this cooler as a descent enough, budget-friendly option. ",4,CPU_cooler
,4,CPU_cooler
"It get the job done, at least ",3,CPU_cooler
"Pros: Very very cheap, looks badass, quiet, easy to install. Cons: Copper dissipation, ****** pre-applied thermal paste. ",4,CPU_cooler
"Nice and quiet, keeps my locked CPU cool.  I wouldn't recommend this cooler for an unlocked or overclocked processor ",4,CPU_cooler
"It keeps the CPU cool, and the cooler is very quiet, but it is VERY HARD to get on the cooler.. ",3,CPU_cooler
"A space saving liquid cooler without compromising the cooling abilities with a huge, thick 120mm radiator and two 120mm fans. The bad side is, Under load is abit noisy for me ",4,CPU_cooler
"My CPU is overclocked to 4.5GHz @ 1.37V and the temps never went above 75C (ambient of 18C) under Prime95 and Cinebench stress testing. What was really amazing was that the temp quickly dropped back to ambient in less than 5 seconds after the completion of the stress testing. Not only that, the thing was quiet even when the fans were running at 1400RPM under stress testing. There is a minor whine from the pump tho, and that is fixed by using the BIOS to bring the pump down from 2500RPM to about 1700RPM. ",5,CPU_cooler
"Computer is now silent thanks to this puppy. Great, inexpensive cooler and can handle an overclock! ",4,CPU_cooler
"Plenty of airflow and keeps my CPU cool as a cucumber even at it's lowest RPM. Love the blue LED on it and the fan controller is pretty neat. I hooked it up to the back of my case and put the wires in the watercooling port, looks fancy imo. This thing is LOUD, though! (Unless you keep it at the lowest setting, which I do) And I've cut my hands up on it quite a few times just bumping it. It's also pretty bulky. ",4,CPU_cooler
"This was a weird, but specific choice.  One of my goals was to make sure this was a very quiet system.  I thought long and hard about water cooling, especially a fully sealed AIO system.  But, there's not a real performance or less noise-based benefit so I ultimately settled on the giant radiator/fan.  It seems Thermalright is mostly marketed in Europe, so they don't seem to be well known in the US.  However, the design competes with the Be Quiet! Dark Rock, Noctua and other more expensive models.  I should be able to overclock well with the cooling this provides.  Unfortunately, the width of the Macho X2 required me to remove the essentially redundant rear case fan.  Temps are low.  FPS are high. ",5,CPU_cooler
"Cheap, small, and keeps my overclocked 6600K very cool.  I've overclocked it to 4.2GHz,  and it still barely gets above 50*C. ",5,CPU_cooler
"It's a cooler, what can I say? ",4,CPU_cooler
Best top-down cooler that I can fit into my mini-ITX case ,5,CPU_cooler
"The aesthetics of this cooler is by far the best out there. Sturdy plastic construction, very flexible tubing, very high quality Deepcool fans as usual and solid quality radiator. However the fittings connecting the tubes to the water block is not the safest from potential leaks. The acrylic tubing seems to be fitted on using glue. Cooling performance is decent, as it beats most top down 92-120mm ITX coolers. However not as good when compared to tower heatsinks with single/dual/triple 120mm/140mm coolers. ",4,CPU_cooler
"Was new in the market at time of purchase, I have had it for almost 2 years now with no problems, although I do believe it gets hotter than its competitors like corsair and such, and to top things off they release a cooler and overall better design  mere weeks after I bought it... ",5,CPU_cooler
"Outstanding AIO cooler, one of the best around. ",5,CPU_cooler
I am legitimately amazed how cool this thing keeps my CPU. It's not only effective but it's quieter than my case fan.  ,5,CPU_cooler
"First time using a water cooler. The H90 provides serious overkill for my use; however, holiday sales at the time made the extra price negligible. The supplied instructions were terrible — I had to watch a couple online videos to ensure that I was installing it correctly. Other than that though, this cooler is fantastic. The design is stylish and the tubes are easy to maneuver. The pre-applied thermal compound was a nice touch. This thing is scarily quiet and keeps my CPU nice and cool. ",4,CPU_cooler
"I bought this when E-Buyer had a clearance event on with 20% off so I grabbed it for just £32, plus delivery. I bought it as an older double radiator cooler wouldn't fit in my mid-tower and I have to say I have been impressed every step of the way. The mounting bracket I recieved is dual purpose AMD and Intel, full metal on the backplate and the waterblock mounts. Came with stock thermal paste however I cleaned that and applied my own. Keeps my i5-4690K at 28-30C idle and 78-80C under load at 4.3Ghz with push-pull fans as intake, and that is with cheaper fans. When I upgrade I may be able to squeeze the CPU to 4.4Ghz. The cooling block also has a breathing LED Deepcool logo, which is a nice touch, and the water pipes are very flexible, but sturdy. For the price, this cooler cannot be praised enough. ",5,CPU_cooler
While this one was very tricky to set up it payed off my CPU is extremely cool when under load and the fan keeps my other components about 10 degrees cooler while still being extremely quiet. ,5,CPU_cooler
"My first experience with liquid cooling, so nothing to compare it to. Mostly bought it due to aesthetics and low price for a 240mm set up. Installation was really easy and straightforward. Keeps the processor (i5-6500) really cool 23-25C on idle, around 30C on general use and pushes up to 40 on heavy load. The fans are generally quite.
Downside the tubing is really stiff and can be difficult to get the right position, does not like much bend on them. If you want flexibility avoid plastic tubing and go for rubber ones. ",4,CPU_cooler
"Great cooler, hard to mount but worth it for the aesthetics, how cool it keeps the CPU, and quiet ",4,CPU_cooler
"Great cooler for anyone that wants to get into liquid cooling. 
This is an open loop that comes pre-filled and ready to install, you can leave
it like it is or expand to cool GPU or chipset. 
  Comes with fan controller but did not come with the three liquids stated in add. 
Best looking mounting plate I have seen as well as the easiest to install.   ",5,CPU_cooler
"Exceeded expectations, an absolute wonder! ",5,CPU_cooler
"Perfect for a build like this, wouldnt use on a gaming system or one your going to OC but something like this it works great and looks cool. ",5,CPU_cooler
"Pros: So far it has fit in my Azza sirius ATX mid tower case and sounds beautiful way better than the stock fan. Installation wasn't too bad at all, just had to deal with a little amount of room. Keeps the CPU nice and cool. Cons: none ",5,CPU_cooler
It is probably one of the best SFF coolers. However the mounting brackets are not perfect. It mounts easily on LGA2011(-3) however the LGA115* mounting kit is horrible. You have to be very patient and calm persona! ,4,CPU_cooler
"Installation is a breeze, Performance is jaw dropping in comparison to  a CoolerMaster Hyper 212 Evo, which could only maintain a 4.6 Ghz Oc speed on the FX 8350. The LED pump housing a clear tube is a very nice addition behind the tinted side panel of case.  With this cooler the AMD FX 8350 is running 4.8 Ghz on a 24/7 Over clock. ",5,CPU_cooler
This thing is pretty great once installed. I saw it recommended on  One I got it init works great. It's very quiet and run cool. I have the fan running at the quietest mode and the processor cores stay well under 70C usually under 50C. The price is right and it's quiet. ,4,CPU_cooler
"(UPGRADED)
I'm using this with a Noctua A15, which is a great combination. My CPU cooling solution is a self proposed cooling system for an effective yet low profile upgrade to a stock cooler, while still only being an air cooler. Running Prime95 for maximum heat I hit only 61C. Normal use heavy load (including gaming) is a top of only 55C. ",5,CPU_cooler
"a good fan speed for this at idle is 1,080ish and the CPU runs 32c or 89.6F after Asus EZ overclock settings under lode add 300RPM to it. ",5,CPU_cooler
"Never heard of the brand or the cooler itself before but it keeps the CPU very nicely cooler, the previous owner had the CPU (i5 4690k) OC'd to 4.5 with no issues. My only gripe is that its rather bulky so kind of hard to work with. ",4,CPU_cooler
Next best thing to no cooler at all ,3,CPU_cooler
"This thing is huge, keep that in mind if using for an mATX build.  Seems to be cooling nicely though was only able to get a 45x ratio on i7-6700k instead of 46x. ",4,CPU_cooler
"Great temperatures, one of the crews for mounting the block required most of my body weight in order to thread, longer posts would be nice so that i wouldnt have to flex my MOBO just to get it to thread. ",4,CPU_cooler
"THIS IS LOUD VERY VERY LOUD!!! It also knocked my 6600k at full load down 10c I've peaked out at 51c overclocked full load. Oh and on a side note it's big, big enough to cover the inner most ram slot... But it keeps things cool and looks great plus i grabbed it up from ebay for $30 bucks. ",4,CPU_cooler
"Its a Great looking cooler and it keeps the CPU cool. That is about the only thing I like about it, far bigger than I imagined it would be (yes i know i should have checked the size) and its very noisy even at idle.  ",2,CPU_cooler
Solid CPU fan for LGA 1151 and is quiet ,5,CPU_cooler
"Idk, I cant really tell if this is better then the stock cooler or not because I never tried it out with the stock cooler. 50 degrees Celsius idle, could be better. ",4,CPU_cooler
Fantastic 120mm cooler. Very quiet. ,5,CPU_cooler
"It is a so so fan. If you must use a low profile cooling solution which my case forced me to do, you can use this if you do not want to spend a lot of money. However, for anything that is 95W TDP or more, this may prove inadequate. My opinion is it should be good for 65W and lower.  ",3,CPU_cooler
"i really like how small this cooler is, ram clearance is astonishing and its small enough to fit in most cases. during long game sessions my CPU tends to get a bit hot but the cooler does its job ",4,CPU_cooler
"This thing is great.  It keeps the CPU cool, isn't too loud and just does it's job without any problems.  I plan on upgrading to the h100 if I grab a new case but only due to the need to want to get this thing as cold as ice.  Setup was pretty easy (Once I stopped ignoring the fan directions).  Loved that it comes with plates from both AMD and Intel so that I can throw this on something else if the need arises. ",5,CPU_cooler
"good quality aio, but i can not change the pump speed and it constantly runs at 3500rpm and is very loud... it was also a pain to install, but besides all that, it looks great and my cpu idles at 27c. ",4,CPU_cooler
"Runs more quiet than I expected. Difficult to mount, like most CPU fans. Very satisfied. ",4,CPU_cooler
"Looks stunning, runs super quiet and no ram clearance issues on mini itx. I think the Noctua colors are nice and the whole product is very good quality. this cooler is really designed to function. I would buy another and recommend this cooler to anyone. ",5,CPU_cooler
"Works well with this CPU but is a pain to install. I love the black finish, but they also sell a white one which looks great too. ",4,CPU_cooler
"This is a good cooler. Was able to keep it under 60 C under load at 4.5 Ghz. It seems to be lesser known than the 212 Evo, but it still works well. ",4,CPU_cooler
"The Be Quiet CPU cooler does a great job of keeping the i3-6100 at under 60C under load while spinning at 40%, where it is pretty much silent. The i3-6100 doesn't generate much heat and the stock cooler is completely fine for it. However, I wanted something with better acoustics. At idle, I have this CPU cooler spinning at around 10% and temps are 30C :)  ",5,CPU_cooler
"This cooler is one massive  beast!   My case is 7 1/2"" wide and I was left with 1/8"" clearance.  I measured six times before I took the plunge.  Didn't feel as heavy as I thought it would.  Invest in a long screwdriver.  This cooler is about 6 1/2"" tall. Performance is amazing! Worth every penny!  For those that don't want to get into liquid cooling, this cooler is outstanding!!  Would definitely recommend it.   ",5,CPU_cooler
"I am pretty disappointed in this cooler. Now it works  great, I have my G3258 at 4.4GHz with a max temp of 70C. But getting it there was not fun. The finish on the bottom of the heat sink is god awful. I didn't really notice it until I looked at the stock Intel cooler. The finish on the contact pipes is very grainy and it requires a good amount of thermal paste to compensate, which we all know is not a good solution. Also the AMD style clip doesn't apply anywhere near enough pressure. So I just shoved some paper in where the clip clamps down and now it applies plenty of force, I can barely get the thing clamped in. For the bottom I polished it with Blue Magic metal polish numerous times and then cleaned it with isopropyl to get rid of the silicone film left on it. My extra efforts took off ~10-15C from when it came out of the box, and I'm proud of that.  Of course I could have just returned it. TL;DR: Contact pipes have an awful finish and the clip doesn't apply enough force, but it's correctable.  ",3,CPU_cooler
"As I see no reviews for this item here goes...
A very very neat small radiator with a 120mm (their own silent edition) fan either side and a water block/pump that is a piano black with white logo that looks very sleek in place.
I do not overclock my CPU but it looks a lot neater than the standard intel fan and runs about 10 degrees C cooler both at idle and under gaming load. It is also a lot quieter than the standard fan.
Pro's...
Fill ports at both the radiator and CPU block for the occasional top up.
Anti kink tubes with swivelling angle connections for an easy install.
All in one solution that comes fully assembled and filled, just attach fans.
cons...
Quite a fat radiator/fan assembly may restrict some but my Define R4 midi case offered a few options, smaller cases may prove a problem.
Little documentation or instruction for installation for a first timer like myself. Installation tip...
Mount the radiator so that the tube connections are preferably at the bottom, or the sides and not on top as suited my build but gave temps over 10 degree's higher than a stock fan! I would imagine any small amount of air will find it's way there and prevent the pump working properly. ",4,CPU_cooler
doesn't cool enough i needed to change it to a liquid cooler it was really hard to install and its really big it barely fit my case it was pretty ugly and bad ,1,CPU_cooler
"For everyone who says this cooler is to loud or doesn't cool efficiently, they are wrong. I have a AMD 8350 and naturally it runs hot(very hot). With this cooler i have yet to get it above 50c. It doesn't run loud either, i use the stock fans and it isn't loud at all. I love this cooler and if you are hearing it inst worth it, to loud and stuff but you still want to buy it, do it. It is worth it ",5,CPU_cooler
Much better than the stock cooler. It dropped my cpu idle temps by 10C and my load temps by 20C. ,5,CPU_cooler
"The CPU cooler was originally bought for a mini-ITX build when I later changed my mind. Works well and it hums reassuringly. Goes up to 4.4GHz overclock at 82 degrees, but decided to play it safe and stuck with 4.2GHz. ",4,CPU_cooler
