Comments,Stars,Type
"Your standard 256GB SSD, is reported to have decent R/W rates. Priced competitively, is a good buy. ",5,HD
"I didn't test this drive, merely installed OS on it but I was very pleased with the boot time, it looks promising. ",5,HD
PNY seems to be very reliable. ,5,HD
Perfect amount of storage for my OS and programs ,5,HD
"I boot in 15 seconds flat, bought it for sale at best buy. ",5,HD
"People looking to save room in sff builds, buy this. fast. and reliable storage.
Some say it's loud. I like the spin up in my rig, cause it sounds very high tech :) ",5,HD
This hard drive does what I need it to quickly. What else can I say? ,5,HD
"You could get cheaper and faster SSD's than this Plextor, but it functions similarly to other top SSD's out there, try opting for a Samsung. Only reason why I bought this was because it was silver. ",4,HD
It hasn't died in the first month. The R/W speeds pretty much match advertised. ,5,HD
"Speedy for a mechanical drive, great warranty, working well so far. ",5,HD
,4,HD
Basic data storage. I don't really need that much anyway because I don't have terabytes of adult movies on my pc :P ,5,HD
"Very average 5400RPM drive, I took it out of my laptop when I replaced the drive with an SSD,  would not recommend as a boot drive. ",3,HD
"It's only 5400 rpm, making it kinda slow. but it's a hard drive, and it works so not much to complain about. ",5,HD
This little drive speeds up application load times by caching data for OS. Took off star because no Linux support ,4,HD
This M.2 SSD is blazingly fast for OS boot. ,5,HD
Fast but not as Toshiba said. ,3,HD
"This is okay storage, but if you want speed, you know that you need to buy SSD. ",4,HD
"An older drive I've used for over 5 years. It's a bit on the slower side compared to a 7200RPM drive, but it's served well as an internal backup drive. And for about 3 years, it served as a boot drive in my old system (1.5 years in an Athlon II X4 system,  1.5 years in a Sandy Bridge i3 system) before I got an SSD. ",4,HD
decent budget SSD. I got it for $32.99 otherwise I would have gone with something else. I would not recommend this to be honest but it does for now ,3,HD
"Same trustworthy, dependable, Milhouse, err....I mean hard drive, just reformatted to hold and protect them files. ",5,HD
Western digital has been making HDDs for a while now and I haven't had one fail on me YET. Nice big 3TB HDD for the low. It does what it does.  ,4,HD
"I've always loved crucial products, this ssd drive has been pretty rock solid.  no problems after two months.  Read and Write speeds are more than adequate for your average user/gamer.  This was a great low cost solution for the build. ",5,HD
"Savage. This will change your life. The official driver is now out, but even the Win10 vanilla driver shows amazing throughput. This drive doesn't get picked up by the Samsung Magician software but hey ho. ",5,HD
"Reads are pretty fast, writes are decent. I honestly can't see a noticeable difference from my WD Blue drive. I think boot times are actually slower. Regardless, still pretty fast and a good upgrade from my mechanical drive. ",4,HD
,5,HD
Eh. You could get faster and larger hard drives for more money. Only buy for work/office PC's where you won't need to download entire games and don't need it to be as fast. ,3,HD
Gave no **** to me. ,5,HD
Broke these out of a couple of external drives. For storage - not the best but they will be fine. ,3,HD
I have used the green line as a server (red) and I have never had a bust in many years. And the price is the best. ,5,HD
"PC didn't even detect anything in this Sata slot at first, reboot and suddenly it's there. not sure what that was about but 7-8 second boot windows 8 with this SSD. Fast, No issues since. ",5,HD
"I chose this brand, product, and capacity for its low price point, and Mushkin's reputation for great SSD engineering, and to avoid the low-price companies with bad reputations.  Mushkin has designed non-Sata SSDs with extremely high bandwidth and fast random writes.  This product is not that; it is a commodity Sata-limited design.  But I hope the company has applied its engineering and quality skills here too. In the low-price SSD market, I avoid OCZ, ADATA, and companies that were unknown 2 years ago.  OCZ was once a premium brand in the RAM market, but nuked itself with a series of disastrously bad SSD products.  Its brand got acquired by a different company, but I don't know if their new products are reliable. I initially planned to augment the SSD with a 1TB 2.5"" hard drive, but then decided to not bother; 60GB total capacity is fine for now. 60GB was adequate for installing Windows 7 plus upgrades to SP1 (and next to Windows 10).   I initially tried using just a 30GB partition, but that was not enough to support the huge patch-update downloads to get from Win7 to Win7 SP1.  So 40-60GB may be the lowest practical size for the primary disk for Windows. ",5,HD
Got this bad Boy cheap from newegg worth the money spent! ,5,HD
For a Sata II SSD its quick enough. ,5,HD
"This thing is a beast and have been loving have my OS boot in 30 seconds. While the price of this has gone up in price I got it at a significant discount and run a few games off it, but mainly the OS and programs I use on a day to day basis. ",5,HD
"My OS is installed on to this, boots up super fast. ",5,HD
Old HDD from my laptop - not the best choice for installing games but I had it laying around. Will upgrade to a WD 1TB Blue 7200 soon... 4 stars here because it is really old but still runs ;) ,4,HD
Same comment as the SSD... It withstanded.. ,5,HD
"Sadly, this SSD was an early unit, and had to be updated to support TRIM. It's worked well so far, but after having scanned it and found about a 9% failure rate on the internals, I'll be looking to replace it, probably with a newer Crucial unit, or one with the new 3D SSD's. ",3,HD
"Eh. I was on a TIGHT budget, so I salvaged this drive from a laptop with a broken display, and, well, maybe it was good enough for the Toshiba Satellite it came in, but it's not really good enough for me. It has about half the read speed of my WD 7200 RPM drive, which for me isn't sufficient. I mean if you're coming here to PCPartPicker, assumedly you likely know a thing or two about building PCs, and so would like to choose parts that are of good quality/performance, or of good value.  This doesn't really satisfy either of those. It's not much more for a 3.5"" 1TB drive - just get one of those if you have the room. ",2,HD
"Bought used off of Ebay. Ssds are new to me, enjoying the fast boots. ",5,HD
My windows boots up in 10 sec. ,4,HD
No complaints. I bought this SSD over 2 years ago and it was a great deal then to run in conjunction with an HDD. Next build will be pure SSD. ,5,HD
Good low noise general data hdd. ,5,HD
"Bought it in 2011 and still going strong 4 years later. I was blown away when it first booted windows in about 30 seconds with everything loaded and ready for use. Updating the firmware wasn't the easiest task but when you do it once, you'll be able to do it again.  ",5,HD
"It saves power, but it's slow. My SSD is a million times faster than this storage device. ",3,HD
"Not bad, after 4 years still goes strong. ",4,HD
I store my games on here :P 4/5 Cause It's Not A SSD. ,4,HD
"Not the fastest, nor the sexiest. 128GB is just enough for common Windows apps. Just make sure you clean it regularly. ",5,HD
"Its well priced, fast and reliable.  ",5,HD
tad loud ,4,HD
"It used to be $20 on Amazon for one of these. Not worth it now, but 80GB is more than plenty for his needs. ",3,HD
"Does not deliver fast Read/Write speeds for an SSD, especially over time. Currently benchmarks at about 250 MB/s, well below what you would find on a Samsung 850/840 EVO or Pro for cheaper. ",3,HD
"Really great SSD, never had any issues with it. Super fast but does tend to slow down after installing a lot of games/programs. Reformatted and Installed a fresh copy of Windows and it's just as fast as it was when I bought it. ",5,HD
"Used for everything gaming. Seems as fast as the Kingston, but far less quality build. Bang for your buck, it fits the bill. ",4,HD
Cheap and quick! Restart time 29 seconds! ,5,HD
"A reasonably quiet drive that works as well as you'd expect. The only downside is a very loud click when the heads park upon sudden movement. Now that it's in a desktop computer rather than a laptop, this is no longer an issue. ",3,HD
"This SSD has been used for the OS and it does it very well, I had never really heard of OCZ that much but it does seem good quality. ",5,HD
An alright hard drive. Have only had two issues with it after 2+ years of use. Both issues did cost me all files on the drive. When first accessed when windows is booted up it can be a tad bit slow. ,3,HD
Black Friday sale price. Better performance than my other SSD. Glad I bought. ,5,HD
"The speed is well worth the price, beyond what words can say. ",5,HD
"Had a disk read error 3 days after I had my PC. But it's due to a disk management stuff I did. For the most part, it's an inexpensive SSD for that fast boot and shutdown routines. ",4,HD
"Fast and cheap. If it lasts long, I will be very pleased. ",5,HD
Got it refurbished on amazon very happy with the speed boost from my old 5400 RPM drive. ,5,HD
"This is a fast drive, I tell you hwhat. ",5,HD
"Cheap and silent mass storage. I use it for all my pictures, videos, etc. as well as storing any games I'm not currently playing. Fantastic in tandem with my ssd to get the best of both worlds. ",5,HD
Noisy but reliable. ,5,HD
"fast and work as espected!  cheap but with good speed, reliability and reviews (on internet) ",5,HD
Pretty fast as far as hard drives go. Great price. ,5,HD
"Found this old thing hanging around. Just cleaned it up and reformatted it and BAM, still works great! ",5,HD
"Words cannot describe how much better SSD's  perform compared to our old harddrives.  Product itself performs awesome, one my favorite parts on my PC. Before having my OS on my old 320gb HD felt like i was really bottle-necking my PC, like i had all this horsepower and no where to gallop :/ But now, after migrating the OS and a few applications, PNY 240gb (Or SSD's in general) Made my PC runs a great deal faster then i expected. I can shut down, start windows and be logged in, in less then 10 seconds. All applications load in a peppy manner (The way you want your computer to respond when you click on something)  which is just ohh so nice. Local Best buy had it for $82.98 and had them price match Amazon getting this nice addition at $74 ",5,HD
I made a mistake on this purchase. I bought off of  ,4,HD
"Quick and speedy for a mechanical drive. Got this on a 3.5"" to 2.5"" adapter inside the 230T and it doesn't make any noise or anything. ",4,HD
Served us well for 4 years now. I got no complaints.  ,5,HD
"~450 MB/s Seq write, ~280 MB/s Seq read I didn't look up this particular series of SSD from Intel before buying, I'm assuming it's a budget SSD with the performance. ",3,HD
"Heard a lot of horror stories about OCZ, but mine is over 5 years old and still works well. Wouldn't recommend anyways, OCZ when bankrupt for a reason and there are better, cheaper and larger SSDs available now. ",4,HD
"Had one in my old comp, plan on adding another and stripping them together ",5,HD
Cheap and fast! 8-10 seconds from shut down to password login in Windows. If you build a PC you MUST buy an SSD. ,5,HD
Does what it says. Not expensive and it's tiny (in terms of physical dimensions) ,5,HD
I used this HDD because it was a part i could salvage from an old broken laptop. Of course its not the best but it's lasted around 3 years with no problems so it's good quality. ,3,HD
"great drive so far, boots before the monitor turns on. ",5,HD
I only use this because I can't bring myself to throw it away and I don't know anyone who would buy it from me. It's very slow and I really dislike Seagate because they seemingly discontinue support for various products without notifying owners. ,2,HD
"took this out of an external HDD.  Runs cool and is stable, but no software support gives it one star off.  Still worth a buy if you find one around. ",4,HD
I did a clean install of Windows 7 and all my program files. The machine boots in seconds and everything runs fast. ,4,HD
"Recycled out of old system.  Used for libraries that aren't games or movies (documents, photos, downloads, etc.) It is slow and pretty outdated, but fast enough for this purpose. ",4,HD
"Worked great as my backup drive, but has now been replaced by a 750GB Samsung HDD. ",5,HD
Great SSD; going on 2 years now. ,5,HD
"My first SSD. Once you go fast, you never go back. I have my OS, and a large majority of my games installed on this with about 100 Gigs of space left. A complete restart takes 1:10, and a boot from powered off takes 25 seconds. I don't know what I did before this, but it must have been slow. ",5,HD
A tad noisy when reading/writing but still a great drive. ,4,HD
This is mainly so I can play Fallout 4 with zero loading time. Got this on sale on amazon for 129.99.  Its just to expand my Steam Library and keep my boot drive clear for other program files. Its works great!  UPDATE 8/16/2016 --- Works great. Fallout 4 loads unbelievably fast (I'm coming from PS4 loading times for it). It makes your play through time much faster and enjoyable.  ,5,HD
Quiet ,4,HD
"Pros:
Low price
plenty of space for storage
Cons:
very load hard drive
Not the fastest drive Ive owned, but that is expected from a drive that spins at 5400 ",4,HD
Nothing to say about this SSD really. It does its job ,4,HD
Great SSD having no problems. ,5,HD
Very fast and reliable ssd for a very small price.  ,5,HD
"At the time of my purchasing this item, it was cheaper than a Samsung 850 or 840 which I'd prefer but when I saw this go on sale for $50 I couldn't pass it up. I've got my OS and some games on it, all of which run amazingly well. Computer boots up in a matter of seconds. ",5,HD
"I knew I wanted a large SSD for games and programs, and at the time I really thought Crucial was the best bet. 8 months later and while I can say it's not the fastest one out there I really haven't had any problems. Still boots incredibly fast, read write times blow any HDD out of the water, and it's kept nice and cool at the top of my case. Note that the way it mounts the silver side is facing up, not the cool side with the logo. ",4,HD
It's not very good but I got it for free so I'll give it 5 stars. ,5,HD
It was salvaged from my old Macbook. Works fairy well. ,5,HD
So solid. ,5,HD
"It's not bad for it's price. If you have a few more bucks/Euros, I recommend a Samsung or HyperX instead of this. ",3,HD
blazing fast ,5,HD
"This is a Drive that I salvaged from a computer that was built in 2005 by my mother's ex. The PSU pretty much blew up at the end of 2011 and I kept it unplugged in my room until recently. I decided to finally take the HDD out because there were a bunch of family pictures /songs / videos that we wanted to keep. I transferred them to my other computer and I formatted the disk. It still works perfectly and for that reason alone, I think it's worth a 5/5! ",5,HD
Very good quality product. Works as advertised. ,5,HD
"Huge storage space for the price. Very fast for a HDD. Excellent for large file storage. I prefer a SSD for installing the operating system and frequently accessed files (i.e., My Documents, Google Drive, etc.), so this drive serves a longer-term storage device, since space on my SSD is limited and the SSD memory is so expensive. ",5,HD
Works so far... ,5,HD
"Running fine after three years yes I have the 64MB cache version, got in an Asus N Series from 2011 and still running strong with chkdsk zero errors, formatted twice since I got it, very solid hard drive as well as speedy storage. ",5,HD
Its a SSD what else can I say. With windows 7 installed a reboot is like 5 sec. Sometimes I dont even see the ASUS logo and see the Windows logo for like 3 sec. GET ONE IF YOU DONT HAVE ONE!!!!! ,5,HD
Great. ,5,HD
I wanted a big HDD to store media and not have to worry about space for a while.  I plan on setting up a job to image the boot drive to this drive so I always have a resent backup of the M.2 without having to backup to external drives.  The reviews for this drive seemed okay and it was cheap for the size.  It seems fairly quiet so far. ,4,HD
"This was the splurge for this build. I wanted the fastest I could reasonably put my hands on. Don't really know why. Just ""because"", I guess. ",5,HD
Does everything a mid-tier SSD should at a competitive price. ,5,HD
"Super, Super loud would not recomend ",1,HD
"This a great, inexpensive sad from a reliable company. I would say that this rivals samsung's ssds. ",5,HD
It's a nice ssd that looks great for a red and black build! Too bad it's hidden in the back of my case. ,5,HD
"[NEW] This is my main system drive - I use a Samsung Evo in my laptop which is a bit faster so just 3 stars here for the SanDisk. On the other hand, this one is pretty cheap so ... ",3,HD
reusing from old build ,5,HD
"Good SSD for $60. The read/write speeds aren't amazing, but it's still pretty snappy and much faster than a standard hard drive. ",4,HD
"It's a hard drive, it works. ",4,HD
"Rather fast HDD, able to record footage with ease. Works well, and no noticeable failures. ",5,HD
"Hasn't given me any problems, runs great. ",5,HD
"So far so good, fast and easy to install. If you need to migrate data Crucila provides with a stipped down version of Acronis. Good SSD for the money to be honest nothing to complain about. ",5,HD
"Extremely fast boot times, and no issues with installation or stability. ",5,HD
"Works well, not too many issues yet. Mostly use it for date storage ",4,HD
"Not bad, I only have this drive because it came out of an old laptop of mine. ",4,HD
"Very snappy, good solid SSD. Bought in 2012, and has been through multiple cycles of restarts and rewrites of files and re-installs of OS, still good. ",5,HD
"large ssd that works in my laptop, and with a $15 adapter, also works in my desktop. its fast, and i havent had any issues with it ",5,HD
"Used as my Steam/Origin/Uplay game storage drive. It is fast, spacious, and reliable. Best of all, no moving parts. The price tag hurts to look at, though. ",5,HD
"It's not the fastest SSD out, but it's worked well in the year I've had it.  ",4,HD
"Bought this used for a build and just use it for storage. Not a bad drive, but their are much better purchases. ",3,HD
Nice and quiet. Bumped it around a few times and still worked good. ,5,HD
"I have had this since Jan 2015. I got it on sale for 200bucks.This thing is a miracle and I cant wait to see what SSD and storage has in store for the future. Pros:
Silent, low wattage, fast as ****! Cons: 
NONE Hope this helps. Feel free to ask me any questions ",5,HD
So far so good.  My first SSD and probably my last since the Intel 3D-XPoint devices will be out later this year. ,5,HD
This is a compact drive that doesn't make much heat or noise. I just use this to store a few things locally on my PC. ,5,HD
"Amazing that they can make these so small, 500GB at the size of a stick of gum! Fast and reliable so far, cloned my old SDD to this with no issues. The Gigabyte Gaming 3 Z97 Motherboard I'm using disables SATA ports 4 and 5 (I think it's 4 and 5) when the M.2 slot is populated so be aware of that if you have that board. ",5,HD
"It's full already. Also, it's actually a 750GB one. But hey, who cares? ",3,HD
It's fast! ,5,HD
"Also scrapped a 500GB Caviar Blue from my old rig. Eh, fast enough and gets the job done. ",3,HD
REALLY overpriced but good performance. ,3,HD
"Got this in some promo.
Load times, transfer speed, write speed all pretty decent. ",4,HD
"Another part that I've had spare for a while. It's not fast, no, but there's a lot of capacity and we didn't have to pay anything. ",5,HD
This thing scared me at first. Installing it into the Corsair Carbide 400c's back SSD mounts was a bit scary because it scraped off some sticker that said warranty void if broken... I think I still have half of the warranty left. Thats the only reason its getting 4 stars. Otherwise my PC starts up in 10 seconds or less. Seriously fast.  ,4,HD
"Love it!  Fast, hidden, and no cables to run. ",5,HD
"My first ssd was a 60GB with just the OS on it, now I hate to say it, but this is really too small still, go for at least a 240GB+ ",3,HD
Got this out of an old computer but it's still good. ,3,HD
Got it on sale for 35 USD. Totally worth it at that price. Performs just fine. ,5,HD
Got it from my dad who did not use it anymore 10/10 for free stuff! ,5,HD
Very snappy performance ,5,HD
"Was in my old Apple laptop, so for free, it's great. Installed Windows on it, and I can boot into the OS in literally 9.2 seconds. It's very fast, I just wish it was bigger. If you've got it already, use it. If you really want an expensive SSD and have the money, there are probably better options. ",5,HD
Makes everything load up fast. Highly recommend this SSD to anyone. Comes with helpful software. Works very fast even on older sata 3gb ports ,5,HD
Had it since 2011 ,3,HD
"went with this ssd because of the fair pricing, gets the job done. ",5,HD
"Very quite and quicker than I expected at the spin speed, perfect for my needs as media streaming storage.  ",5,HD
"for the time, it was awesome. today? still is :D ",5,HD
If you do not have the money for  a SSD get this. It takes a while to learn which programs you run the most and slot them in the SSD portion of the drive. Pretty zippy but not a true SSD. This will be the storage drive when the SSD arrives. ,4,HD
Used price. Weird 'tweener size too. ,4,HD
so LOUD.  ,1,HD
This SSD is pretty old now. Paid way too much for it. But it reads and writes a bit faster than it is advertised to do. The Intel software that comes with it is really good and easy to use to. Vastly superior to my Kingston SSD ,4,HD
"When picking parts for this build, I found this ssd at a local frys and decided to buy it. Not having any reviews on pcpp kind of raised an eyebrow, I was a bit nervous to pick an add that has no previous user experience. But I've had no issues with it so far. It reads and writes quickly and is pretty capable. Would recommend. ",5,HD
"Very nice and fast 6gb/s drive.  My PC boots up and is usable in under 5 seconds, programs load lightning quick and installs are fast.  For the price it can't be beat.  Going to probably add a second one down the road and forgo ever getting a mechanical drive. ",5,HD
I honestly don't recall what the spinning drive is - i just am pretty sure its a Samsung / SATA 2 5400 RPM.  It was left over in the closet and adds space if he needs it.  He has the SSD for anything he needs fast. ,5,HD
Has not caused any problems for me! Good budget SSD! ,5,HD
Fast!!!  ,5,HD
"I received this HDD as a birthday present. 5 TB of storage, what more could you want? Hard drive seems to have that excellent performance that WD is known for and with the Black series there is a 5 year warranty so I feel very great about adding it to my rig.  ",5,HD
Build quality feels great (if that matters). Toshiba makes some good drives. Decent speeds. ,4,HD
Slow but good for mass storage. ,3,HD
it works perfctly for what it has to do ,5,HD
"Works great! I'm sure, if I were an SSD expert, I would realize that it doesn't have the  ",4,HD
"This is the first ever SSD I've had and I just... can't believe it. The first time I booted up my pc I just laughed for a minute straight. It was so god damn fast lmao.  Samsung are super reliable and I haven't had any issues with it and when I inevitably fill this SSD with memes I will definitely be getting a second, probably larger EVO. ",5,HD
"This one will host the OS, programs and some games.
A very good surprise as my first A-DATA SSD : Read : 560MB/s Write:480MB/s on CrystalDiskMark. Runs beautifully. The SP550 is a super price/performance choice here. Only cons : the real storage capacity is 111Go ",4,HD
Gotten as part of Amazon Prime Day Deal. Enough space for my games and files. Excellent read and write speeds. ,5,HD
Cheap for a 480GB ssd. Able to fully boot to Windows in 25 seconds. Not bad. ,5,HD
"The successor of the caviar green which is blue now.
Operate at low power and with no noise.
This one is hosting all my data and the rest of my games that won't fit on the SSD. ",5,HD
"A very fast drive and an excellent price. Wish I would have got the 480GB now, filled it in 3 days. 9 second boot. ",5,HD
"Purchased and installed two of these at the same time.  One drive failed within an hour with less than 400GB transferred.  Clicking, delayed boot, failed WD diagnostics test...  That's why four stars instead of five.  WD replaced the failed drive immediately and without question, awesome warranty and customer service experience saved the day.  I'll buy more in the future as needed, based mostly on the warranty and service. Some of my experiences:
 ",4,HD
"Stay away, I've had two of these fail. My current one will randomly unmount from the system and lose the data on it. ",2,HD
,5,HD
"Hard Drive for excess storage. barely use it for more than old videos, movies, music, and photos. ",5,HD
"It's what you'd expect from a standard HDD.  Not too fast, not too slow, but plenty of storage. ",4,HD
"since this was my 1st build i wanted to keep it simple as possible and I shy'd away from using 2 drives, (ssd/hard drive).   i gotta say i'm impressed with this hybrid drive..  i definitely  notice big difference in load times compared to the standard HD i had in my previous pc.. although, there is a learning  curve  for the hybrid to ""learn"" what you use often.. after around 10-12 reboots,  things really speed up..
 is it as good as a ssd combo? no  not quite,.. but i'm very happy with it ",5,HD
"Very good, use it for storage ",5,HD
"From the old build, had it laying around. ",4,HD
Perfect for my OS and a few games more than enough space. ,5,HD
"Got this free from my grandpa coz he needed more space. Not the fastest ssd out there, but it's still faster than a hdd. ",4,HD
"SUPER FAST! System boots  in seconds from fully shutdown. Excellent for working with large files, like raw photographs and video. ",5,HD
"Not as fast, as a Samsung 850 EVO, but the speed is enough for this build, and it's very cheap. ",5,HD
"Great M.2 SSD, may not be the best but it is still a great SSD and saves on cables. :) ",5,HD
"Very fast! This thing is much faster than my old Samsung 850 evo, it literally takes less then 10 seconds to boot up my system, with my old Samsung it usually takes 20secs to boot up my old computer. Just make sure to download & enable momentum cache. ",5,HD
Excellent as a boot drive with all my primary programs. Boot times are usually under 20 sec which is fantastic! ,5,HD
This is my OS drive and got it while it was on sale also. ,5,HD
"Not much to say, just perfect. ",5,HD
Ridiculously cheap for 1tb. It's insane to think how far SSD's have come. ,5,HD
Slow old harddrives I need to upgrade these. They have been faithful though.. ,3,HD
It works LOL. ,4,HD
